Heading,Description,Date_Source
BJP leader Kailash Vijayvargiya detained at the starting point of pro-CAA rally in Kolkata,BJP general secretary Kailash Vijayvargiya was on Friday detained by police at the starting point of a rally in support of the Citizenship Amendment Act in Kolkata,"India TV News Desk | February 07, 2020 16:39 IST"
Amit Shah wants BJP workers to ensure that votes are cast by 10 am,Union Home Minister and former Bharatiya Janata Party (BJP) chief Amit Shah has instructed all party cadres to ensure that they cast their votes by 10 a.m,"IANS | February 07, 2020 13:58 IST"
Sena praises Kejriwal for AAP govt's work in Delhi Mumbai,"A day before the Delhi Assembly polls, the Shiv Sena on Friday heaped praises on Chief Minister Arvind Kejriwal for his government's ""ideal"" work in the last five years. replicated the 'Delhi model' of development in other states","PTI | February 07, 2020 12:52 IST"
BJP accuses Lalu's son Tej Pratap of misogyny over Nitish Kumari jibe,"""I therefore say Nitish Kumar, whom my father had aptly named palturam (turncoat), can also be called Nitish Kumari. And his companion Sushil Kumar Modi, the bearer of the saffron flag, called Sushil Kumari Modi. They cannot take us head on ... they sit in their homes wearing bangles,"" said Tej Pratap","PTI | February 06, 2020 20:04 IST"
PM tears into Opposition for spreading misinformation on CAA and NPR | 10 Highlights,"PM Modi on Thursday launched a blistering attack on the opposition parties for backing the citizenship law protests across the country, as he sought to highlight the duplicity of Congress over its flip-flops on the citizenship law over the years","India TV Politics Desk | February 06, 2020 23:56 IST"
"Cabinet approves major port in Maharashtra at Rs 65,000 crore","The government on Wednesday approved setting up a new major port at Vadhavan near Dahanu in Maharashtra at a cost of Rs 65,544.54 crore. The decision was taken at a meeting of the Union Cabinet chaired by Prime Minister Narendra Modi.","PTI | February 06, 2020 12:05 IST"
"Congress leader Janardan Dwivedi's son joins BJP, fires salvo at Shaheen Bagh","Soon after joining the Bharatiya Janata Party (BJP) here on Tuesday, Samir Dwivedi, the son of senior Congress leader Janardan Dwivedi, lost no time in bashing the Shaheen Bagh blockade.","IANS | February 04, 2020 21:50 IST"
Ruckus in Goa House over BJP MLA's motion hailing PM for CAA,MLAs of the Congress and the Goa Forward Party rushed to the Well of the Legislative Assembly on Monday on the first day of the Budget session opposing a motion moved by the ruling BJP congratulating Prime Minister Narendra Modi for bringing the Citizenship Amendment Act.,"PTI | February 03, 2020 18:13 IST"
BJP asks Anant Kumar Hegde to apologise for criticising Mahatma Gandhi,The BJP has asked its MP Anant Kumar Hegde to tender an unconditional apology over his earlier remarks attacking Mahatma Gandhi,"India TV Politics Desk | February 03, 2020 16:44 IST"
Karnataka cabinet expansion: 13 more to join Yediyurappa ministry on February 6,"The Bharatiya Janata Party (BJP) government in Karnataka would expand the ministry on February 6 by inducting 13 more ministers, said Chief Minister B.S. Yediyurappa, here on Sunday.","IANS | February 02, 2020 23:29 IST"
"Ex-BJP minister calls woman tehsildar 'heroine', sparks row","BJP leader and former Maharashtra minister Babanrao Lonikar has landed in a spot after an audio clip surfaced on social media in which he purportedly called a woman tehsildar a ""heroine"" during his speech, although he did not take anybody's name.","PTI | February 02, 2020 17:52 IST"
Nitish can now achieve his short term political goals: Pavan Varma after expulsion from JDU,"Soon after his expulsion from JD(U) on Wednesday, the former general secretary of the party Pavan Varma congratulated Bihar Chief Minister and JDU leader Nitish Kumar for removing and impediments from his path of short term political gain.","India TV Politics Desk | January 29, 2020 18:20 IST"
"SAD-BJP alliance bound by emotions, 'misunderstandings' been sorted: Sukhbir Singh Badal","Shiromani Akali Dal (SAD) chief Sukhbir Singh Badal on Wednesday said that his party alliance with the BJP in Punjab is bound by emotions and is intact. Addressing the media, Badal said ""the SAD-BJP alliance is not just a political alliance. It is bound by emotions, for peace, the future, and interests of Punjab and the country. There were some misunderstandings that have been sorted out.""","India TV News Desk | January 29, 2020 17:29 IST"
Thank you and God bless you for retaining CM post: Kishor to Nitish after suspension from JD (U),"Soon after his expulsion from JD(U), Prashant Kishor on Wednesday took a dig at party president Nitish Kumar, offering him his best wishes to ""retain"" the chief ministership of Bihar.","India TV Politics Desk | January 29, 2020 17:11 IST"
Happy this 'coronavirus' is leaving us: JDU leader's jibe at Prashant Kishor,"The Janata Dal United (JDU) on Wednesday expelled its Vice President Prashant Kishor and general secretary Pavan Varma, from the party for ""anti-party activities."" Soon after Kishor's suspension, JDU leader Ajay Alok termed Prashant Kishor as 'Coronavirus' and said that he is not a trustworthy man.","India TV Politics Desk | January 29, 2020 17:05 IST"
"Prashant Kishor, Pavan Varma expelled from JDU for 'anti-party' activities","JDU Vice President Prashant Kishor and general secretary Pavan Varma were expelled by the party on Wednesday for ""anti-party activities."" The decision comes after days of acrimony between the election strategist-turned-politician and Bihar Chief Minister Nitish Kumar.","Nitish Chandra | January 29, 2020 16:58 IST"
"Saina Nehwal joins BJP, says PM Modi inspires her",Star Badminton player Saina Nehwal has joined the Bharatiya Janata Party today. Nehwal was formally inducted in the party today.,"India TV News Desk | January 29, 2020 13:38 IST"
"Centre should arrest Sharjeel Imam, Kejriwal dares Amit Shah","Delhi Chief Minister Arvind Kejriwal on Monday condemned the remarks of JNU student Sharjeel Imam, who had controversially appealed to anti-CAA protestors to cut-off Assam from the rest of India","India TV Politics Desk | January 27, 2020 19:00 IST"
"In a historic move, Jagan govt abolishes Legislative Council in Andhra Pradesh","The Andhra Pradesh government, headed by Chief Minister Jagan Mohan Reddy, on Monday abolished the Legislative Council, the upper house of the state legislature.","India TV News Desk | January 27, 2020 19:39 IST"
"After Kerala, Punjab and Rajasthan, West Bengal becomes fourth state to pass anti-CAA resolution",The resolution appealed to the Union government to take back the CAA as well as rescind plans to update the NPR and implement the NRC,"India TV News Desk | January 27, 2020 16:40 IST"
"Constitution in danger, hatred for each other is growing: Yashwant Sinha","Former union finance minister Yashwant Sinha, who is presently on a 3000 km Gandhi Peace March, has said that the country's Constitution is in danger as attempts are being made to divide the country on religious lines.","IANS | January 27, 2020 10:00 IST"
Four out of five worst-performing states are ruled by BJP: survey,"The BJP, which has been riding high on last year's Lok Sabha election victory, may have something to worry about in the states. The Goa government, led by the BJP, has been the worst-performing among all.","IANS | January 26, 2020 23:47 IST"
"Despite CAA-NRC protests, over 50 per cent ""very much satisfied"" with Amit Shah: survey","Assam, the state that kickstarted the anti-CAA row is still favouring Amit Shah with 41.7 per cent of its respondents, saying they are ""very much satisfied"" with the Union Home Minister","IANS | January 26, 2020 20:34 IST"
All refugees to be given citizenship under CAA: West Bengal BJP chief,"Participating in a rally in support of the Citizenship (Amendment) Act (CAA) at Buniyadpur town in South Dinajpur district, Ghosh said that the refugees will now get their citizenship which they have been seeking for years.","PTI | January 26, 2020 20:36 IST"
Congress slams govt over Padma Shri to Adnan Sami,"Adnan Sami, born in London to a Pakistani Air force veteran, applied for Indian citizenship in 2015 and became a citizen of the country in January 2016","PTI | January 26, 2020 19:41 IST"
Congress leaders clash with each other at Republic Day event attended by CM Kamal Nath,"A video, which went viral on social media, showed state general secretary Chandrakrant Kunjeer and senior party colleague Devendra Singh Yadav arguing and hitting each other","India TV News Desk | January 26, 2020 17:18 IST"
Another 'son-rise' in Thackeray clan: Raj Thackeray's son Amit formally launched into politics,"Setting political circles aflutter, the Maharashtra Navnirman Sena (MNS) chief Raj Thackeray on Thursday formally launched his 27-year-old son Amit Thackeray into politics at the party's first mega-convention here.","IANS | January 23, 2020 20:49 IST"
"Raj Thackeray's MNS unveils new saffron flag, backs Modi govt on evicting infiltrators","​Raj Thackeray's Maharashtra Navanirman Sena (MNS) went all saffron on Bal Thackeray's birth anniversary today. Carrying forward the legacy of Bal Thackeray, the MNS chief today unveiled his party's new saffron flag.","India TV Politics Desk | January 23, 2020 20:55 IST"
Thackeray clan see another 'son-rise',Maharashtra Navnirman Sena (MNS) chief Raj Thackeray's son Amit Thackeray has been inducted into the party today.,"IANS | January 23, 2020 14:30 IST"
"BJP calls Cong 'Muslim League Congress', Opposition party hits back with Godse jibe","The BJP and the Congress on Wednesday called each other names with the former dubbing the opposition party ""Muslim League Congress"" which hit back saying the saffron party should instead be called 'Nathuram Godse Party' or ""Bhrasht Jumla Party"".","PTI | January 22, 2020 22:34 IST"
Mayawati accepts Amit Shah's challenge of debate on CAA,"Amit Shah had challenged Opposition leaders of debate on Citizenship (Amendment) Act during a rally in Lucknow. Mayawati said she is ready to accept the challenge ""on any forum"".","India TV Politics Desk | January 22, 2020 17:33 IST"
Four challenges facing new BJP chief JP Nadda,"It was a roaring crowd, intermittent chants of 'Jai Shri Ram' and festivity as the BJP chose its 11th President -- JP Nadda. As Prime Minister Modi came to address the crowd at 6A, Deen Dayal Upadhyay Marg, the greetings for Nadda were sprinkled with caution.","IANS | January 21, 2020 21:06 IST"
Congress sets up panels for better coordination among leaders in states ruled by it,"The panels have been constituted in the wake of increased rumblings within the Congress' state units where it is in power. There have been reports of contretemps between party leaders in Rajasthan, Madhya Pradesh and Chhattisgarh coming out in the open.","PTI | January 20, 2020 21:58 IST"
